id,title,description,price,size,age,floors,bedroom,city,location,district,house_type,pattern,tags,environment,url,image,CP_value
1498,R3B41）新莊體育館【優質3房2衛】可寵★免爬梯,,30000,35.0,20.0,1,3,新北市,新北市新莊區泰順街,,公寓,3房1廳2衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09b18e293684830,203b13243be9416f125644c876013266.jpeg,0.743949611117331
1499,龍崗，每層只有1間房，18坪全新獨立套房,,12000,18.0,0.0,3,0,桃園市,桃園市中壢區中山東路四段,,透天厝,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f5074293679400,8cdd3a0de49f771677d5ad18af95b6a9.jpeg,0.25888123478498926
1500,沙鹿精華地段｜百坪辦公室出租｜裝潢完善、設備齊全｜,,150000,110.0,9.0,3,0,台中市,台中市沙鹿區鎮南路二段,,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=060a74293653800,f3493fccf54eaa183084b7c16275d826.jpeg,0.09596008659648295
1501,Q9B68）捷運台北橋站【黃金店面】可營登★有人潮,,68800,20.0,20.0,1,0,新北市,新北市三重區重新路二段,,公寓,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b131d293690605,ccd80d0406a19c3ec211de711590eb5c.jpeg,1.0048675592227407
1502,Q9B69）近重陽大橋【超值店面】可工作室★可倉庫,,17000,14.0,0.0,1,0,新北市,新北市三重區仁義街,,公寓,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09298d29367586e,a565eec88df5b26201d9ba1e10f92273.jpeg,0.5949539151147434
1503,建工商圈一樓店面辦公,,20000,17.0,0.0,1,0,高雄市,高雄市三民區建中路,,透天厝,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bd649293504737,6bbdc02e472367edb9a4519148cb953b.jpeg,0.3601505171755173
1504,全新未住_高樓海景三房平車(傢俱電誠可議）,,27000,21.67,0.0,17,3,高雄市,高雄市楠梓區大學二十七街/文陽景漾,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0540d9293658028,2e9d879b25b2e33661f000fabe702ba9.jpeg,0.1494027934670555
1505,B2E95）捷運東門5分【秒殺2房2廳】傢俱★廚房,,32000,20.0,20.0,3,2,台北市,台北市大安區永康街,,公寓,2房2廳1衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f047429368989a,5b95433f60c2bb530ef50de5416c8b3d.jpeg,1.826261146739989
1506,龍崗、忠貞、中原每層只有1間房，18坪全新獨立套房,,13000,18.0,0.0,2,0,桃園市,桃園市中壢區中山東路四段,,透天厝,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02f15b293680671,3b3db6229210a27f3105cbb3664720f3.jpeg,0.2565062556011536
1507,B0V22）捷運忠孝復興【超值電梯】可補助★洗衣機,,20500,5.0,20.0,9,1,台北市,台北市大安區忠孝東路三段,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d73c929311704b,d7ca8a4438514679701596aed62ccf61.jpeg,2.077162653737354
1508,高大特區景觀明亮三房平車,,24000,19.88,8.2,8,3,高雄市,高雄市楠梓區大學五十街/文陽,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=06ea9e29368071a,26d96317beeedad108815d349361a8ef.jpeg,0.12699162229231714
1509,可入籍補助．經國水岸特區高樓景觀戶,,29700,41.0,0.0,18,3,桃園市,桃園市桃園區經國一路/自遊人日上區/嘉璟F1日上區,,電梯大廈,3房2廳2衛 - 1陽台1廚房,,有對外窗;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00a7af293652464,ac43b2aa8a07f8d606cb206a41558eb3.jpeg,0.2702555947563234
1510,頭份上禾旺全新華廈出租,,25000,23.49,0.0,2,3,苗栗縣,苗栗縣頭份市昌隆一街/昌隆廣場上禾旺,,電梯大廈,3房2廳2衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0477ca29369810d,9b24731be60f91222847e306c97a335b.jpeg,0.22686176389935636
1511,高大特區 - 全屋超光亮 2+1房+車位,,23500,20.85,10.6,7,2,高雄市,高雄市楠梓區大學十七街/大學17,,電梯大廈,2房2廳2衛 - 1室2陽台1廚房,,有對外窗;為邊間;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04d1a329370491e,3e30cb0461f86d00fb0add0a3fac9894.jpeg,0.23831446911547485
1512,傳家詠心✦生活機能一應俱合 近優質學區,,26500,39.0,2.0,2,3,桃園市,桃園市龜山區大同路/傳佳詠心,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;有中庭;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0b2b1829366527e,13794f193a2cf734025461c0d0186488.jpeg,0.2833651979933746
1513,明亮日光精美好屋,,34000,13.96,0.0,5,0,台北市,台北市中山區農安街,,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=053e20293768729,e63748c63903b0148399d9c46786b317.jpeg,1.5985615960730026
1514,H2E17）近捷運龍山站【溫馨2房2衛】垃圾代收★,,45000,20.0,20.0,7,2,台北市,台北市萬華區萬大路,,電梯大廈,2房2廳2衛 - 1陽台1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=089e62293689934,6f4c2610f967ea1e3680909be152abe0.jpeg,1.079036722624695
1515,A9A60）捷運市政府站5分【黃金店面】微風商圈,,90000,18.0,20.0,1,0,台北市,台北市信義區逸仙路,,公寓,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=091b71293698189,80225acb8a3cf392d97e1ffde1202701.jpeg,0.0
1516,可雙租補✨洗脫烘✨可寵✨子母車✨,,14499,17.0,0.0,7,1,台中市,台中市北區北屯路,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=096dfa293600021,eda4eb3a3ba94eecf6b736f30dcf3062.jpeg,0.12095200361275703
1517,全新完工✨可租補✨陽台獨洗✨乾溼衛浴✨,,11999,15.0,0.0,4,1,台中市,台中市北區進化北路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=015e5e293602534,bb82e0bcaa240de1f834861309629f4f.jpeg,0.0
1518,電梯管理員✨可租補✨可貓✨代收包裹✨附近停車場✨,,9000,10.0,0.0,5,0,台中市,台中市北區武昌路,,電梯大廈,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=09c300293619125,4b761befca2351de0811b7b908c625e3.jpeg,0.0
1519,全新未住有多多間/可雙租補/陽台獨洗/衛浴乾溼,,14000,15.0,0.0,7,0,台中市,台中市北區山西路二段,,電梯大廈,開放式格局,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0214bd293627133,81b3d44eb302f5a78bdb27bec2b44fa8.jpeg,1.187571918474955
1520,北區精緻套房採光好台電可租補,,14000,15.0,0.0,2,0,台中市,台中市北區大誠街,,電梯大廈,開放式格局,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0e039629362720b,56778b2f82652b7cfb0104d3afce6614.jpeg,0.9963365048719025
1521,新蓋透天✨乾溼分離✨機車位✨可租補✨大空間套房✨,,13999,17.0,0.0,4,1,台中市,台中市北區華興街,,透天厝,1房1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04b28629360036a,0c433c2bea66cf7e8552f1d1e4e070c4.jpeg,2.2977121831444767
1522,走路去中科✨可貓✨可租補✨獨洗曬✨,,12850,14.0,0.0,14,1,台中市,台中市北區一中街,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0838cb293600784,eb355589895285c1c494dea274a392ab.jpeg,0.0
1523,可雙租補✨可貓狗✨陽台獨洗曬✨子母車垃圾無須煩惱✨,,14000,14.0,0.0,4,1,台中市,台中市北區榮華街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05284f293594335,b461fa635aeaa0bb99c914369af94fab.jpeg,2.2976934944406735
1524,雙租補✨管理室代收包裹✨流理台✨洗脫烘✨雙面採光,,11499,18.0,0.0,7,1,台中市,台中市北區學士路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b5684293632972,1bb3f0e32bebd8704c7486cc061b405e.jpeg,0.13203777933057625
1525,台電✨雙租補✨陽台獨洗曬✨騎樓機車位✨,,12999,15.0,0.0,8,1,台中市,台中市北區衛道路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=007084293602174,82a3cb7684a1ce30fd88623ddffd25c2.jpeg,0.0
1526,可租補✨可貓✨台電✨陽台獨洗✨,,12799,15.0,0.0,6,1,台中市,台中市北區衛道路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0e839529360305e,e6b3c0d5d55bcfcd1d1ccf0cf4b58d3f.jpeg,0.0
1527,全新裝潢⏳陽台獨洗⏳質感採光⏳超大坪數,,8499,16.0,0.0,4,1,台中市,台中市北區太原八街,,公寓,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0b0593293627679,951ff628f3fbb44313f1d40d729f96d8.jpeg,0.7692734803182133
1528,幸福就是你❤️美樓中樓❤️有電梯❤️陽台獨洗,,15499,18.0,0.0,7,0,台中市,台中市北區進化北路,,透天厝,開放式格局,,有對外窗;樓中樓;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fb831293619138,43b406441d6faa0ef8b6787480f11573.jpeg,0.0
1529,西屯樓中樓不用破萬✨限女性✨陽台獨洗✨衛浴開窗✨,,8800,10.0,0.0,2,0,台中市,台中市西屯區何厝街,,公寓,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fd9c2293619434,64d20cee285bc3dcf56a6f23a3a60280.jpeg,1.1445804322079252
1530,一中商圈✨陽台獨洗✨乾濕分離✨子母車✨精緻裝潢✨,,9999,13.0,0.0,7,1,台中市,台中市北區一中街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00667a293596272,d6f518eb356dd83dbdc5a7aaa6966ea7.jpeg,0.0
1531,剛退租馬上看✨陽台獨洗曬✨乾溼分離✨固定機車位✨,,9499,15.0,0.0,5,1,台中市,台中市北區三民路三段,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ed46829363329a,1d07418dfd88e6a72043db087f93f5e9.jpeg,0.0
1532,整棟新蓋✨可租補✨陽台獨洗✨子母車✨飲水機✨,,9000,9.0,0.0,1,0,台中市,台中市北區德化街,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0aa4e4293618654,41b8fb25a6892a23b0b7b21d3920f0f9.jpeg,2904.4444444444443
1533,超小資✨可租補✨可貓咪✨陽台獨洗✨子母車,,5099,7.0,0.0,5,0,台中市,台中市西屯區西屯路二段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=02613829363318e,6c7a764a1f58e6fdb3f2f406443868ab.jpeg,1.0770792913829832
1534,雙租屋補助✨獨洗烘衣✨雙面採光✨管理員✨,,11499,16.0,0.0,7,1,台中市,台中市北區學士路,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=01105229360600a,219d9d163afd1bc2efa427573bc62fb2.jpeg,0.13203777933057625
1535,北區樓中樓/陽台獨洗/流理台電磁爐/,,16500,17.0,0.0,7,0,台中市,台中市北區進化北路,,透天厝,開放式格局,,樓中樓,https://www.rakuya.com.tw/rent/rent_item?ehid=0c102729362694b,a500a3e54595134943c9df33376b7bf1.jpeg,0.0
1536,蛇年運轉✨陽台獨洗✨飲水機✨子母車✨採光很好✨,,9000,10.0,0.0,3,0,台中市,台中市北區太平路,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=048b86293621230,ed332e1f59c5af5481819808e9cfb785.jpeg,1.3126480171506696
1537,蛇來運轉✨質感裝潢✨可租補✨陽台獨洗✨衛浴開窗✨,,8500,8.0,0.0,2,0,台中市,台中市東區富台街,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0116b1293621511,f98aadab6cc9b9ddb7e277186f216da5.jpeg,0.0
1538,近SOGO✨全新完工✨陽台獨洗曬✨,,10999,12.0,0.0,3,1,台中市,台中市西屯區大有一街,,透天厝,1房1衛 - 1室1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0de87c293592034,dfd17f9ecd21fb6817ef0929f867cd9c.jpeg,1.3989930176872991
1539,全新超大套✨陽台獨洗✨子母車✨採光佳✨剩最後一間✨,,10000,10.0,0.0,5,0,台中市,台中市中區三民路二段,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09d75f29361977a,033c45b418f69ad9296b712b0ea93907.jpeg,0.0
1540,可租補✅台水電計費✅陽台獨洗曬✅子母車✅汽車位可租,,10000,15.0,0.0,3,1,台中市,台中市北區陜西路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0430b529363311c,faab5d8a3f3bc18d21861c6d218c5781.jpeg,0.0
1541,逢甲商圈旁✨台水電✨管理員代收✨子母車✨限女,,5799,10.0,0.0,6,1,台中市,台中市西屯區西屯路二段上石北二巷,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06de7529363319f,7788935ee4f06f5ba4cb0e31b1ed7a08.jpeg,0.0
1542,北區超大間✨可雙租補✨電梯管理員✨獨立洗脫烘✨秒殺,,11999,16.0,0.0,7,1,台中市,台中市北區學士路,,電梯大廈,1房1衛,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09a66c293598351,f0ae80553c77e3863ebfcaa2d04387fd.jpeg,0.13138835856762768
1543,整棟全新⏳質感採光⏳陽台獨洗⏳衛浴開窗⏳子母車⏳,,9499,16.0,0.0,5,1,台中市,台中市北區三民路三段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=065daf29363170a,359e2e1b5ce156c2b47e94ed22b4fc85.jpeg,0.0
1544,秒殺❤運動套房❤室內大空間❤採光充足❤小資學生歡迎,,4999,10.0,0.0,5,0,台中市,台中市北區美德街,,公寓,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0bf5e3293625370,ebcb55b46a8c549b7b61bea8eb2e29f1.jpeg,1.1533527468259668
1545,貓奴首選✅可租補✅台電計費✅衛浴開窗✅子母車,,5999,12.0,0.0,3,1,台中市,台中市東區復興路四段,,透天厝,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=025ec929362769a,f54caeb1554ae0342837f6a82bc59acc.jpeg,1.977511293875791
1546,超新電梯❤️租補❤️陽台獨洗❤️系統櫃❤️飲水機,,9999,10.0,0.0,2,1,台中市,台中市北區中清路一段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=01e523293586405,bc11cbf4eec800202010e06551867bc5.jpeg,0.8967411449833133
1547,陽台獨洗✨木質地板✨大空間✨採光佳✨,,8499,13.0,0.0,4,1,台中市,台中市北區太原八街,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04f69129360019e,0b858ccf54a97a787af6dbe9a82b72b6.jpeg,0.7692734803182133
1548,全新未住✨無敵雙租補✨機車好停車✨陽台獨洗曬 ✨,,8499,1000.0,0.0,5,1,台中市,台中市中區成功路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b9e8829363286b,6fa1406dbd460bd4be9fa2118b55d05c.jpeg,0.5118354513316176
1549,整棟全新⏳可租補⏳台電計⏳陽台獨洗⏳衛浴開窗子母車,,9499,16.0,0.0,4,1,台中市,台中市南區台中路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0df2ad29362710d,fefd56f6fe99306e08435d56e0f8dca3.jpeg,0.04800994520597749
1550,全新一年屋✨系統櫃✨可租補✨陽台獨洗✨,,12499,15.0,0.0,2,1,台中市,台中市北屯區中清路二段,,透天厝,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a68b5293601883,8591012549332ed737c201ab669f5af9.jpeg,0.8301536517098117
1551,租補✅全新完工✅陽台獨洗曬✅乾溼分離✅變頻冷暖✅,,12999,16.0,0.0,3,1,台中市,台中市東區精武東路,,透天厝,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e1081293633052,2e8d60ef5ac96445baa156a3c7ebdbb2.jpeg,0.5380892986536913
1552,全新完工 系統裝潢✨可租補✨可貓✨2+1房2廳✨,,28000,35.0,0.0,3,3,台中市,台中市北屯區信平路/達麗創世紀,,電梯大廈,3房2廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=03ec9e293606441,fa88ebecdbec260f6b63f8877e338157.jpeg,0.3348519613369816
1553,龍井區大空間/可貓狗/可租補/代收包裹/有兩間,,13000,14.0,0.0,2,0,台中市,台中市龍井區新興路,,透天厝,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=055e4f293626729,d575e8885486cb93cf90cf1881b6e7dd.jpeg,0.3375082310541495
1554,北屯小資/可租補/陽台獨洗/,,7700,8.0,0.0,6,0,台中市,台中市北屯區天津路四段,,公寓,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=023975293626623,eac938f1d6345ba8f7f0e847b6a08972.jpeg,2.2482119635561126
1555,雙租補不加價✨電梯✨陽台獨洗曬,,14400,10.0,0.0,3,1,台中市,台中市西屯區中工三路,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0f9de6293626653,4a81f27514e89c9e4fb22cf4cb3992d0.jpeg,0.4889500475874569
1556,文心森林❤可雙租補❤可寵物❤共洗獨曬❤子母車,,7499,10.0,0.0,2,1,台中市,台中市南屯區大昌街,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=04b27d29363171a,b21ac8c2d92f5ab8735b373b33cd0d3a.jpeg,1.6648151667232316
1557,貓奴套房✨可租補✨陽台獨洗✨超級秒殺✨立即帶看,,6099,12.0,0.0,4,1,台中市,台中市西屯區西屯路二段,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=08478029359655a,196c245de9d2852571e3f4b43469a898.jpeg,1.0532160867697424
1558,2分鐘到火車站✨可租補✨獨洗曬✨台電✨子母車,,5999,7.0,0.0,3,0,台中市,台中市東區復興路四段,,透天厝,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=05069f293633150,ec2c34b202ea067c300aac216610f7a5.jpeg,1.977511293875791
1559,屋況極佳✨洗脫烘✨全新系統櫃✨可寵可租補✨,,21000,22.0,0.0,2,1,台中市,台中市西區忠仁街,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=03413f293594681,f5089e252120853c6d193e87307e6fc1.jpeg,1.091127103958316
1560,電梯管理員✨可雙租補✨大空間✨洗脫烘衣✨子母飲水機,,11999,15.0,0.0,7,1,台中市,台中市北區學士路,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0f438f29360810a,039688746c031fb09191bbb6d82aae3f.jpeg,0.13138835856762768
1561,南區舒適套房✨可租補✨陽台獨洗✨子母飲水,,15000,15.0,0.0,2,0,台中市,台中市南區復興路二段,,電梯大廈,開放式格局,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0bba8f293627649,6a05046ae657b5b48a763d6bd88d78ba.jpeg,0.5265393819366703
1562,可短租✅陽台獨洗曬✅一中旁✅精裝小豪宅✅機車位,,8999,14.0,0.0,6,1,台中市,台中市北區進化路,,電梯大廈,1房 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f3d41293633448,2c9215e1b242d8be6f6eefdb07f69e26.jpeg,0.0
1563,中友百貨旁✨緊鄰一中商圈✨可租屋補助✨子母車✨,,6999,10.0,0.0,1,1,台中市,台中市北區育才北路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=09e5cd293627783,88d0a794b02aecf86f9b20fb1d6c989a.jpeg,1.163159972774932
1564,電梯新屋✨陽台獨洗✨租屋補助✨衛浴開窗✨,,8200,11.0,0.0,5,1,台中市,台中市西屯區漢成六街,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a75ae293628194,885139c4b0f0a7e1e114998478182a8a.jpeg,1.0026287329687433
1565,可租屋補助✅陽台獨洗曬✅流理臺✅子母車✅,,10000,14.0,0.0,2,1,台中市,台中市東區富台街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=070e7129362756e,daa24b0c3c0dc07bc90f0a2947291b75.jpeg,0.0
1566,全新裝潢⏳可雙租補⏳陽台獨洗⏳子母車⏳近一中商圈,,8999,15.0,0.0,3,1,台中市,台中市東區精武路,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=022b55293632836,adf0c2c7268f5d0c764a9a17ef679aad.jpeg,0.02617277581548728
1567,太平區首選優質套房✨可寵✨可租補✨獨洗曬✨,,7999,11.0,0.0,4,1,台中市,台中市太平區新興路,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0b7a1a293603982,bc41fdc09f16554792c90a3477959221.jpeg,0.4063341620311496
1568,陽台獨洗曬✅浴缸✅台中車站旁✅第二市場✅電梯大套✅,,8999,14.0,0.0,5,1,台中市,台中市中區成功路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ec95a293626959,00903576e634df70249aaee78f93c012.jpeg,0.5083558379546568
